,links
1707,hearing
1708,committee
1709,town meeting
1710,legislation
1711,regulation
1712,zoning
1713,law
1714,precedent
1715,elections
1716,voting
1717,campaigns
1718,political parties
1719,advocacy groups
1720,civil rights
1721,environmentalism
1722,political science
1723,urban planning
1724,sociology
1725,political history of the world
1726,history of political thought
1727,suffrage
1728,magna carta
1729,u.s. constitution
1730,diplomacy
1731,embassy
1732,treaty
1733,international law
1734,world government
1735,united nations
1736,european union
1737,world court
1738,human history
1739,history of philosophy
1740,civilization
1741,political ideologies
1742,political culture
1743,political spectrum
1744,social and political philosophy
1745,liberalism
1746,conservatism navbox
1747,aspects of capitalism
1748,western culture
1749,autonomous types of first-tier administration
1750,world government
1751,forms of government
1752,types of democracy
1753,political parties
1754,v
1755,t
1756,e
1757,ministers
1758,ministries
1759,president
1760,vice president
1761,prime minister
1762,deputy prime minister
1763,first minister
1764,deputy first minister
1765,premier
1766,office of the president
1767,cabinet department / office of the prime minister
1768,speaker / president of the assembly
1769,minister
1770,secretary of state
1771,minister of state
1772,deputy minister
1773,undersecretary
1774,assistant minister/parliamentary secretary
1775,ministry of defence
1776,ministry of foreign affairs
1777,immigration minister
1778,interior minister
1779,ministry of interior
1780,international development minister
1781,europe
1782,commerce minister
1783,ministry of finance
1784,industry minister
1785,ministry of infrastructure
1786,ministry of trade and industry
1787,ministry of transport
1788,energy minister
1789,ministry of energy
1790,environment minister
1791,ministry of electricity
1792,ministry of petroleum
1793,ministry of water resources
1794,culture minister
1795,ministry of culture
1796,education minister
1797,health minister
1798,ministry of health
1799,information minister
1800,housing minister
1801,ministry of housing
1802,ministry of justice
1803,minister of labour
1804,ministry of labour
1805,regional minister
1806,ministry of sports
1807,tourism minister
1808,ministry of home affairs
1809,ministry of religious affairs
1810,ministry of science
1811,ministry of social affairs
1812,ministry of social security
1813,minister for veterans
1814,ministry of women
1815,minister for women
1816,minister without portfolio
1817,presidents
1818,vice presidents
1819,prime ministers
1820,deputy prime ministers
1821,presidents of assembly
1822,agriculture ministries
1823,climate change ministers
1824,communications ministries
1825,defence ministers
1826,education ministries
1827,environment ministers
1828,environment ministries
1829,finance ministers
1830,foreign ministers
1831,forest ministries
1832,health ministries
1833,mental health
1834,interior ministers
1835,public works ministries
1836,government ministers by portfolio
1837,ministries by portfolio
1838,v
1839,t
1840,e
1841,public services
1842,municipalization
1843,nationalization
1844,progressive tax
1845,free-culture movement
1846,free newspaper
1847,product sample
1848,public administration
1849,public domain
1850,public health
1851,public interest
1852,public land
1853,public ownership
1854,public policy
1855,public procurement
1856,public trust
1857,public value
1858,civil service
1859,fire department
1860,law enforcement
1861,postal service
1862,savings system
1863,public broadcasting
1864,public transport
1865,universal basic services
1866,public utility
1867,electric utility
1868,oil & gas
1869,telecommunication
1870,municipal broadband
1871,public water system
1872,waste management
1873,public works
1874,free clinic
1875,free education
1876,infrastructure
1877,needle and syringe programmes
1878,public bank
1879,public hospital
1880,public library
1881,public school
1882,public space
1883,public toilet
1884,public university
1885,supervised injection site
1886,urban park
1887,social services
1888,publicly funded health care
1889,public housing
1890,job creation
1891,single-payer health care
1892,national health insurance
1893,social insurance
1894,social pension
1895,social security
1896,category
1897,v
1898,t
1899,e
1900,age of enlightenment
1901,atheism
1902,capitalism
1903,civil liberties
1904,classicism
1905,counter-enlightenment
1906,critical thinking
1907,deism
1908,empiricism
1909,encyclopédistes
1910,enlightened absolutism
1911,haskalah
1912,humanism
1913,human rights
1914,individualism
1915,liberalism
1916,"liberté, égalité, fraternité"
1917,lumières
1918,methodological skepticism
1919,midlands
1920,modernity
1921,natural philosophy
1922,objectivity
1923,progressivism
1924,rationality
1925,rationalism
1926,reason
1927,reductionism
1928,sapere aude
1929,science
1930,scientific method
1931,spanish america
1932,universality
1933,utopianism
1934,addison
1935,ashley-cooper
1936,bacon
1937,bentham
1938,collins
1939,gibbon
1940,godwin
1941,harrington
1942,hooke
1943,johnson
1944,locke
1945,milton
1946,newton
1947,pope
1948,price
1949,priestley
1950,reynolds
1951,sidney
1952,tindal
1953,wollstonecraft
1954,d'alembert
1955,d'argenson
1956,bayle
1957,beaumarchais
1958,chamfort
1959,châtelet
1960,condillac
1961,condorcet
1962,descartes
1963,diderot
1964,fontenelle
1965,gouges
1966,helvétius
1967,d'holbach
1968,jaucourt
1969,la mettrie
1970,lavoisier
1971,leclerc
1972,mably
1973,maréchal
1974,meslier
1975,montesquieu
1976,morelly
1977,pascal
1978,quesnay
1979,raynal
1980,sade
1981,turgot
1982,voltaire
1983,abauzit
1984,bonnet
1985,burlamaqui
1986,prévost
1987,rousseau
1988,saussure
1989,gauss
1990,goethe
1991,herder
1992,humboldt
1993,kant
1994,leibniz
1995,lessing
1996,lichtenberg
1997,mendelssohn
1998,pufendorf
1999,schiller
2000,thomasius
2001,weishaupt
2002,wieland
2003,wolff
2004,greece
2005,farmakidis
2006,feraios
2007,kairis
2008,korais
2009,berkeley
2010,boyle
2011,burke
2012,swift
2013,toland
2014,italy
2015,beccaria
2016,galiani
2017,galvani
2018,genovesi
2019,pagano
2020,verri
2021,vico
2022,bekker
2023,grotius
2024,huygens
2025,leeuwenhoek
2026,nieuwentyt
2027,spinoza
2028,swammerdam
2029,poland
2030,kołłątaj
2031,konarski
2032,krasicki
2033,niemcewicz
2034,poniatowski
2035,śniadecki
2036,staszic
2037,wybicki
2038,carvalho e melo
2039,budai-deleanu
2040,maior
2041,micu-klein
2042,șincai
2043,russia
2044,catherine ii
2045,fonvizin
2046,kantemir
2047,kheraskov
2048,lomonosov
2049,novikov
2050,radishchev
2051,vorontsova-dashkova
2052,obradović
2053,mrazović
2054,spain
2055,cadalso
2056,charles iii
2057,feijóo y montenegro
2058,moratín
2059,jovellanos
2060,villarroel
2061,scotland
2062,beattie
2063,black
2064,blair
2065,boswell
2066,burnett
2067,burns
2068,cullen
2069,ferguson
2070,hume
2071,hutcheson
2072,hutton
2073,mill
2074,newton
2075,playfair
2076,reid
2077,smith
2078,stewart
2079,united states
2080,franklin
2081,jefferson
2082,madison
2083,mason
2084,paine
2085,romanticism
2086,category
2087,v
2088,t
2089,e
2090,social
2091,political philosophy
2092,aristotle
2093,augustine
2094,chanakya
2095,cicero
2096,confucius
2097,han fei
2098,lactantius
2099,laozi
2100,mencius
2101,mozi
2102,origen
2103,philo
2104,plato
2105,plutarch
2106,polybius
2107,shang
2108,sun tzu
2109,tertullian
2110,thucydides
2111,valluvar
2112,xenophon
2113,xunzi
2114,alpharabius
2115,aquinas
2116,avempace
2117,averroes
2118,baldus
2119,bartolus
2120,bruni
2121,dante
2122,gelasius
2123,al-ghazali
2124,giles
2125,gratian
2126,gregory
2127,ibn khaldun
2128,john of salisbury
2129,latini
2130,maimonides
2131,marsilius
2132,muhammad
2133,nizam al-mulk
2134,ockham
2135,photios
2136,plethon
2137,ibn tufayl
2138,wang
2139,beza
2140,boétie
2141,bodin
2142,bossuet
2143,buchanan
2144,calvin
2145,campanella
2146,erasmus
2147,filmer
2148,grotius
2149,guicciardini
2150,harrington
2151,hayashi
2152,hobbes
2153,james
2154,leibniz
2155,locke
2156,luther
2157,machiavelli
2158,malebranche
2159,milton
2160,montaigne
2161,more
2162,müntzer
2163,naudé
2164,pufendorf
2165,sidney
2166,spinoza
2167,suárez
2168,bakunin
2169,bastiat
2170,beccaria
2171,bentham
2172,blanqui
2173,bolingbroke
2174,bonald
2175,burke
2176,carlyle
2177,comte
2178,condorcet
2179,constant
2180,cortés
2181,emerson
2182,engels
2183,fichte
2184,fourier
2185,franklin
2186,godwin
2187,haller
2188,hamann
2189,hegel
2190,helvétius
2191,herder
2192,hume
2193,jefferson
2194,kant
2195,political philosophy
2196,kierkegaard
2197,le bon
2198,le play
2199,madison
2200,maistre
2201,marx
2202,mazzini
2203,mill
2204,montesquieu
2205,nietzsche
2206,novalis
2207,owen
2208,paine
2209,renan
2210,rousseau
2211,royce
2212,sade
2213,saint-simon
2214,schiller
2215,smith
2216,spencer
2217,spooner
2218,de staël
2219,stirner
2220,taine
2221,thoreau
2222,tocqueville
2223,tucker
2224,vico
2225,vivekananda
2226,voltaire
2227,warren
2228,adorno
2229,agamben
2230,ambedkar
2231,arendt
2232,aron
2233,badiou
2234,baudrillard
2235,bauman
2236,benoist
2237,berlin
2238,bernstein
2239,burnham
2240,butler
2241,camus
2242,chomsky
2243,de beauvoir
2244,debord
2245,deleuze
2246,dewey
2247,dmowski
2248,du bois
2249,dugin
2250,durkheim
2251,dworkin
2252,evola
2253,foucault
2254,fromm
2255,fukuyama
2256,gandhi
2257,gehlen
2258,gentile
2259,gramsci
2260,guénon
2261,habermas
2262,hayek
2263,heidegger
2264,hoppe
2265,huntington
2266,irigaray
2267,kautsky
2268,kirk
2269,kołakowski
2270,kropotkin
2271,laclau
2272,land
2273,lenin
2274,luxemburg
2275,macintyre
2276,mansfield
2277,mao
2278,marcuse
2279,maritain
2280,maurras
2281,michels
2282,mises
2283,mosca
2284,mouffe
2285,negri
2286,niebuhr
2287,nozick
2288,nursî
2289,oakeshott
2290,ortega
2291,pareto
2292,polanyi
2293,popper
2294,qutb
2295,radhakrishnan
2296,rand
2297,rawls
2298,röpke
2299,rothbard
2300,russell
2301,santayana
2302,sartre
2303,schmitt
2304,scruton
2305,searle
2306,shariati
2307,simmel
2308,skinner
2309,sombart
2310,sorel
2311,spann
2312,spengler
2313,strauss
2314,sun
2315,taylor
2316,voegelin
2317,walzer
2318,weber
2319,weil
2320,žižek
2321,social theories
2322,anarchism
2323,authoritarianism
2324,collectivism
2325,christian theories
2326,communism
2327,communitarianism
2328,conflict theories
2329,confucianism
2330,neo
2331,consensus theory
2332,conservatism
2333,contractualism
2334,cosmopolitanism
2335,culturalism
2336,elite theory
2337,fascism
2338,feminist theories
2339,gandhism
2340,hindu nationalism
2341,hindutva
2342,individualism
2343,islamic theories
2344,islamism
2345,legalism
2346,liberalism
2347,libertarianism
2348,mohism
2349,monarchism
2350,nationalism
2351,populism
2352,republicanism
2353,social constructionism
2354,social constructivism
2355,social darwinism
2356,social determinism
2357,socialism
2358,utilitarianism
2359,critique of political economy
2360,jurisprudence
2361,philosophy and economics
2362,philosophy of education
2363,philosophy of history
2364,philosophy of law
2365,philosophy of social science
2366,political ethics
2367,index
2368,category
2369,v
2370,t
2371,e
2372,western world
2373,culture
2374,cradle of civilization
2375,old world
2376,greco-roman world
2377,greece
2378,hellenistic kingdoms
2379,rome
2380,roman empire
2381,western
2382,eastern
2383,roman legacy
2384,romanization
2385,romano-germanic culture
2386,christendom
2387,history
2388,european bronze age
2389,classical antiquity
2390,late antiquity
2391,middle ages
2392,early
2393,high
2394,late
2395,renaissance
2396,early modern period
2397,age of discovery
2398,reformation
2399,age of enlightenment
2400,scientific revolution
2401,late modern period
2402,age of revolution
2403,romanticism
2404,abolitionism
2405,emancipation
2406,capitalism
2407,industrial revolution
2408,great divergence
2409,modern era
2410,modernism
2411,world war i
2412,interwar period
2413,universal suffrage
2414,world war ii
2415,cold war
2416,post–cold war era
2417,information age
2418,war on terror
2419,post-western era
2420,culture
2421,alphabet
2422,greek
2423,latin
2424,cyrillic
2425,architecture
2426,art
2427,periods
2428,calendar
2429,cuisine
2430,diet
2431,classical tradition
2432,studies
2433,clothing
2434,history
2435,dance
2436,esotericism
2437,astrology
2438,folklore
2439,immigration
2440,law
2441,languages
2442,eurolinguistics
2443,standard average european
2444,literature
2445,canon
2446,media
2447,internet
2448,music
2449,chant
2450,classical
2451,folk
2452,mythology
2453,painting
2454,contemporary
2455,philosophy
2456,science
2457,values
2458,religion
2459,east–west schism
2460,western christianity
2461,decline
2462,secularism
2463,sport
2464,philosophy
2465,ancient greek philosophy
2466,hellenistic philosophy
2467,ancient roman philosophy
2468,judeo-christian ethics
2469,christian philosophy
2470,scholasticism
2471,rationalism
2472,empiricism
2473,existentialism
2474,christian existentialism
2475,humanism
2476,christian humanism
2477,secular humanism
2478,liberalism
2479,conservatism
2480,socialism
2481,continental philosophy
2482,analytic philosophy
2483,post-structuralism
2484,tolerance
2485,paradox
2486,relativism
2487,peritrope
2488,atlanticism
2489,values
2490,religion
2491,judaism
2492,culture
2493,christianity
2494,culture
2495,western
2496,eastern
2497,catholic church
2498,latin church
2499,eastern orthodoxy
2500,greek orthodox church
2501,protestantism
2502,paganism
2503,baltic
2504,celtic
2505,finnish
2506,germanic
2507,anglo-saxon
2508,frankish
2509,gothic
2510,old norse
2511,hellenistic
2512,roman
2513,slavic
2514,neo
2515,agnosticism
2516,atheism
2517,law
2518,natural law
2519,rule of law
2520,equality before the law
2521,constitutionalism
2522,human rights
2523,life
2524,thought
2525,speech
2526,press
2527,religion
2528,property
2529,international law
2530,abcanz armies
2531,anglo-portuguese alliance
2532,anzus
2533,arctic council
2534,aukus
2535,baltic assembly
2536,benelux
2537,british–irish council
2538,bucharest nine
2539,council of europe
2540,craiova group
2541,eea
2542,efta
2543,esa
2544,eu
2545,eu customs union
2546,eurozone
2547,eu–uk trade and cooperation agreement
2548,five eyes
2549,g7
2550,lancaster house treaties
2551,lublin triangle
2552,nato
2553,nordic council
2554,oas
2555,osce
2556,pacific islands forum
2557,prosul/prosur
2558,rio treaty
2559,schengen
2560,special relationship
2561,three seas initiative
2562,usmca
2563,visegrád group
2564,west nordic council
2565,western bloc
2566,western european and others group
2567,westernization
2568,authority control databases
2569,categories
2570,classical greece
2571,democracy
2572,elections
2573,greek inventions
2574,western culture
2575,types of democracy
2576,webarchive template wayback links
2577,wikipedia articles needing page number citations from july 2014
2578,cs1 polish-language sources (pl)
2579,cs1: long volume value
2580,articles with short description
2581,short description matches wikidata
2582,use dmy dates from april 2022
2583,use british english from december 2015
2584,articles using infobox templates with no data rows
2585,pages using sidebar with the child parameter
2586,articles containing ancient greek (to 1453)-language text
2587,articles containing latin-language text
2588,articles containing potentially dated statements from 2022
2589,all articles containing potentially dated statements
2590,wikipedia articles needing page number citations from august 2022
2591,articles contradicting other articles
2592,all articles with failed verification
2593,articles with failed verification from january 2023
2594,articles with excerpts
2595,wikipedia articles needing factual verification from august 2018
2596,all articles with unsourced statements
2597,articles with unsourced statements from august 2018
2598,wikipedia articles needing clarification from march 2018
2599,cs1 maint: location missing publisher
2600,commons category link is on wikidata
2601,articles containing french-language text
2602,articles containing hebrew-language text
2603,articles with bnf identifiers
2604,articles with bnfdata identifiers
2605,articles with gnd identifiers
2606,articles with j9u identifiers
2607,articles with lccn identifiers
2608,articles with lnb identifiers
2609,articles with ndl identifiers
2610,articles with nkc identifiers
2611,articles with emu identifiers
2612,articles with hds identifiers
2613,articles with nara identifiers
2614,about wikipedia
2615,disclaimers
