,links
1739,hawaiian
1740,māori
1741,sumbese marapu
1742,sundanese wiwitan
1743,nativeamerican
1744,abenaki
1745,anishinaabe
1746,blackfoot
1747,californian
1748,miwok
1749,ohlone
1750,pomo
1751,cherokee
1752,chilote
1753,choctaw
1754,creek
1755,guarani
1756,haida
1757,ho-chunk
1758,hopi
1759,iroquois
1760,longhouse
1761,seneca
1762,wyandot
1763,jivaroan
1764,kwakwakaʼwakw
1765,lakota
1766,lenape
1767,mapuche
1768,mesoamerican
1769,aztec
1770,maya
1771,olmec
1772,purépecha
1773,midewiwin
1774,muisca
1775,native american church
1776,navajo
1777,nuu-chah-nulth
1778,pawnee
1779,tsimshian
1780,ute
1781,zuni
1782,tai
1783,miao
1784,ahom
1785,hmongism
1786,mo
1787,satsana phi
1788,tibeto-burmese
1789,bon
1790,burmese
1791,benzhuism
1792,bimoism
1793,bathouism
1794,bongthingism
1795,dongba
1796,donyi-polo
1797,heraka
1798,kiratism
1799,qiang
1800,sanamahism
1801,traditional  african
1802,berber
1803,guanche church
1804,sub-saharanafrican
1805,akamba
1806,akan
1807,baluba
1808,bantu
1809,kongo
1810,zulu
1811,bushongo
1812,dinka
1813,dogon
1814,efik
1815,fon and ewe
1816,ik
1817,lotuko
1818,lozi
1819,lugbara
1820,maasai
1821,mbuti
1822,odinala
1823,san
1824,serer
1825,tumbuka
1826,urhobo
1827,waaqeffanna
1828,yoruba
1829,ifá
1830,diasporic
1831,candomblé
1832,bantu
1833,jejé
1834,ketu
1835,comfa
1836,convince
1837,espiritismo
1838,kumina
1839,obeah
1840,palo
1841,quimbanda
1842,santería
1843,tambor de mina
1844,trinidad orisha
1845,umbanda
1846,vodou
1847,voodoo
1848,winti
1849,aboriginal australian
1850,inuit
1851,papuan
1852,siberian
1853,new religious movements
1854,brahmoism
1855,falun gong
1856,japanese
1857,meivazhi
1858,modekngei
1859,new acropolis
1860,new age
1861,new thought
1862,rajneesh
1863,rastafari
1864,sant mat
1865,radha soami
1866,spiritualism
1867,subud
1868,tensegrity
1869,thelema
1870,theosophy
1871,neo-theosophy
1872,agni yoga
1873,transcendental meditation
1874,unitarian universalism
1875,white brotherhood
1876,modernpaganism
1877,godianism
1878,armenian
1879,baltic
1880,dievturība
1881,romuva
1882,caucasian
1883,abkhaz
1884,circassian
1885,celtic
1886,druidry
1887,germanic
1888,hellenism (modern religion)
1889,italo-roman
1890,neoshamanism
1891,ossetian
1892,polytheistic reconstructionism
1893,romanian
1894,slavic
1895,uralic
1896,estonian
1897,modern finnish paganism
1898,hungarian
1899,mari religion
1900,erzyan native religion
1901,sámi
1902,udmurt
1903,wicca
1904,zalmoxianism
1905,list
1906,anthroposophy
1907,discordianism
1908,eckankar
1909,fourth way
1910,goddess
1911,jediism
1912,satanism
1913,scientology
1914,ufo religion
1915,raëlism
1916,historical religions
1917,prehistoric
1918,paleolithic
1919,ainu
1920,arabian
1921,armenian
1922,baltic
1923,latvian
1924,lithuanian
1925,old prussian
1926,basque
1927,celtic
1928,druidism
1929,irish
1930,cook islands
1931,dravidian
1932,egyptian
1933,atenism
1934,etruscan
1935,finnish
1936,fuegian
1937,selk'nam
1938,georgian
1939,germanic
1940,anglo-saxon
1941,continental
1942,frankish paganism
1943,norse
1944,greek
1945,gnosticism
1946,greco-buddhism
1947,hermeticism
1948,mysteries
1949,orphism
1950,guanche
1951,harappan
1952,hittite
1953,hungarian
1954,hurrian
1955,inca
1956,jamaican maroon
1957,manichaeism
1958,mazdakism
1959,melanesian
1960,mesopotamian
1961,babylonian
1962,sumerian
1963,micronesian
1964,nauruan indigenous religion
1965,olmec
1966,paleo-balkan
1967,albanian
1968,dacian
1969,illyrian
1970,thracian
1971,proto-indo-iranian
1972,iranian
1973,vedic
1974,rapa nui
1975,roman
1976,cult of magna mater
1977,gallo-roman
1978,imperial cult
1979,mithraism
1980,mysteries of isis
1981,semitic
1982,canaanite
1983,punic
1984,yahwism
1985,scythian
1986,slavic
1987,somali
1988,tongan
1989,urartu
1990,vainakh
1991,zapotec
1992,apostasy
1993,disaffiliation
1994,behaviour
1995,beliefs
1996,call to prayer
1997,clergy
1998,covenant
1999,conversion
2000,deities
2001,denomination
2002,entheogens
2003,ethnic
2004,faith
2005,fire
2006,folk religion
2007,god
2008,goddess
2009,indigenous
2010,meditation
2011,monasticism
2012,monk
2013,novice
2014,nun
2015,mysticism
2016,mythology
2017,nature
2018,ordination
2019,orthodoxy
2020,orthopraxy
2021,prayer
2022,prophecy
2023,religious experience
2024,ritual
2025,liturgy
2026,purification
2027,sacrifice
2028,sacred space
2029,bodies of water
2030,groves
2031,mountains
2032,trees
2033,soul
2034,spirituality
2035,supernatural
2036,symbols
2037,text
2038,truth
2039,water
2040,worship
2041,place
2042,theism
2043,animism
2044,deism
2045,dualism
2046,henotheism
2047,monotheism
2048,nontheism
2049,panentheism
2050,pantheism
2051,polytheism
2052,transtheism
2053,religiousstudies
2054,anthropology
2055,cognitive science
2056,comparative
2057,evolutionary origin of religion
2058,evolutionary psychology
2059,history
2060,neurotheology
2061,philosophy
2062,psychology
2063,sociology
2064,soteriology
2065,salvation
2066,theology
2067,theories about religion
2068,women
2069,religion and society
2070,agriculture
2071,business
2072,clergy
2073,laity
2074,monasticism
2075,ordination
2076,priest
2077,conversion
2078,assimilation
2079,missionary
2080,proselytism
2081,disability
2082,education
2083,fanaticism
2084,freedom
2085,pluralism
2086,syncretism
2087,toleration
2088,universalism
2089,fundamentalism
2090,growth
2091,happiness
2092,homosexuality
2093,minorities
2094,national church
2095,national religiosity levels
2096,politics
2097,populations
2098,religiocentrism
2099,schism
2100,science
2101,state
2102,theocracy
2103,vegetarianism
2104,video games
2105,violence
2106,persecution
2107,terrorism
2108,war
2109,wealth
2110,secularism
2111,irreligion
2112,agnosticism
2113,antireligion
2114,atheism
2115,criticism
2116,deconstruction
2117,objectivism
2118,secular humanism
2119,secular theology
2120,secularization
2121,separation of church and state
2122,unaffiliated
2123,lists
2124,abrahamic prophets
2125,deification
2126,deities
2127,founders
2128,index
2129,mass gatherings
2130,names of god
2131,new religious movements
2132,organizations
2133,outline
2134,religions and spiritual traditions
2135,scholars
2136,timeline
2137,africa
2138,algeria
2139,angola
2140,benin
2141,botswana
2142,burkina faso
2143,burundi
2144,cameroon
2145,cape verde
2146,central african republic
2147,chad
2148,comoros
2149,democratic republic of the congo
2150,republic of the congo
2151,djibouti
2152,egypt
2153,equatorial guinea
2154,eritrea
2155,eswatini
2156,ethiopia
2157,gabon
2158,gambia
2159,ghana
2160,guinea
2161,guinea-bissau
2162,ivory coast
2163,kenya
2164,lesotho
2165,liberia
2166,libya
2167,madagascar
2168,malawi
2169,mali
2170,mauritania
2171,mauritius
2172,morocco
2173,mozambique
2174,namibia
2175,niger
2176,nigeria
2177,rwanda
2178,são tomé and príncipe
2179,senegal
2180,seychelles
2181,sierra leone
2182,somalia
2183,south africa
2184,south sudan
2185,sudan
2186,tanzania
2187,togo
2188,tunisia
2189,uganda
2190,zambia
2191,zimbabwe
2192,asia
2193,afghanistan
2194,armenia
2195,azerbaijan
2196,bahrain
2197,bangladesh
2198,bhutan
2199,brunei
2200,cambodia
2201,china
2202,cyprus
2203,east timor
2204,georgia
2205,hong kong
2206,india
2207,indonesia
2208,iran
2209,iraq
2210,israel
2211,japan
2212,jordan
2213,kazakhstan
2214,korea
2215,north korea
2216,south korea
2217,kuwait
2218,kyrgyzstan
2219,laos
2220,lebanon
2221,macau
2222,malaysia
2223,maldives
2224,mongolia
2225,myanmar
2226,nepal
2227,oman
2228,pakistan
2229,palestine
2230,philippines
2231,qatar
2232,saudi arabia
2233,singapore
2234,sri lanka
2235,syria
2236,taiwan
2237,tajikistan
2238,thailand
2239,turkey
2240,turkmenistan
2241,united arab emirates
2242,uzbekistan
2243,vietnam
2244,yemen
2245,europe
2246,albania
2247,andorra
2248,austria
2249,belarus
2250,belgium
2251,bosnia and herzegovina
2252,bulgaria
2253,croatia
2254,czechia
2255,denmark
2256,estonia
2257,finland
2258,france
2259,germany
2260,greece
2261,hungary
2262,iceland
2263,ireland
2264,italy
2265,kosovo
2266,latvia
2267,liechtenstein
2268,lithuania
2269,luxembourg
2270,malta
2271,moldova
2272,monaco
2273,montenegro
2274,netherlands
2275,north macedonia
2276,norway
2277,poland
2278,portugal
2279,romania
2280,russia
2281,san marino
2282,serbia
2283,slovakia
2284,slovenia
2285,spain
2286,sweden
2287,switzerland
2288,ukraine
2289,united kingdom
2290,england
2291,northern ireland
2292,scotland
2293,wales
2294,north america
2295,antigua and barbuda
2296,bahamas
2297,barbados
2298,belize
2299,canada
2300,costa rica
2301,cuba
2302,dominica
2303,dominican republic
2304,el salvador
2305,grenada
2306,guatemala
2307,haiti
2308,honduras
2309,jamaica
2310,mexico
2311,nicaragua
2312,panama
2313,saint kitts and nevis
2314,saint lucia
2315,saint vincent and the grenadines
2316,trinidad and tobago
2317,united states
2318,oceania
2319,australia
2320,fiji
2321,kiribati
2322,marshall islands
2323,micronesia
2324,nauru
2325,new zealand
2326,palau
2327,papua new guinea
2328,samoa
2329,solomon islands
2330,tonga
2331,tuvalu
2332,vanuatu
2333,south america
2334,argentina
2335,bolivia
2336,brazil
2337,chile
2338,colombia
2339,ecuador
2340,guyana
2341,paraguay
2342,peru
2343,suriname
2344,uruguay
2345,venezuela
2346,category
2347,
2348,portal
2349,v
2350,t
2351,e
2352,bioethics
2353,autonomy
2354,beneficence
2355,non-maleficence
2356,justice
2357,authority
2358,confidentiality
2359,conscience
2360,doctrine of double effect
2361,equality
2362,equity
2363,guilt
2364,mercy
2365,oath
2366,ownership
2367,privacy
2368,persuasion
2369,theories
2370,consequentialism
2371,deontology
2372,virtue ethics
2373,reproduction
2374,abortion
2375,reproductive technology
2376,gender assignment
2377,genetics
2378,gender
2379,gene therapy
2380,genetic testing
2381,genetic modification
2382,arbitration
2383,brain death
2384,cardiac death
2385,consensus
2386,death
2387,ethics committee
2388,euthanasia
2389,executor
2390,mediation
2391,next of kin
2392,health care proxy
2393,suicide
2394,dignity
2395,etiquette
2396,jewish medical ethics
2397,pain
2398,suffering
2399,respect
2400,abuse of trust
2401,continuity of care
2402,duty
2403,gifts
2404,liability
2405,lying
2406,misconduct
2407,scientific misconduct
2408,competence (law)
2409,competency
2410,incompetency
2411,informed consent
2412,informed assent
2413,human rights
2414,institutional review board
2415,human challenge study
2416,v
2417,t
2418,e
2419,worldview
2420,basic beliefs
2421,beliefs
2422,collective consciousness
2423,collective unconscious
2424,conceptual system
2425,context
2426,conventional wisdom
2427,conventions
2428,cultural movement
2429,epic poetry
2430,national epics
2431,world folk-epics
2432,facts
2433,factoids
2434,framing
2435,ideology
2436,life stance
2437,lifestyle
2438,memes
2439,memeplex
2440,mental model
2441,metanarrative
2442,mindset
2443,norms
2444,paradigm
2445,philosophical theory
2446,point of view
2447,presuppositions
2448,primal world beliefs
2449,reality tunnel
2450,schemata
2451,school of thought
2452,set
2453,social reality
2454,theory of everything
2455,umwelt
2456,value system
2457,biases
2458,academic
2459,attentional
2460,attitude polarization
2461,belief
2462,cognitive
2463,list
2464,collective narcissism
2465,confirmation
2466,congruence
2467,cryptomnesia
2468,cultural
2469,ethnocentrism
2470,filter bubble
2471,homophily
2472,in-group favoritism
2473,magical thinking
2474,media
2475,observational error
2476,observer-expectancy
2477,selective exposure
2478,selective perception
2479,self-deception
2480,self-fulfilling prophecy
2481,clever hans effect
2482,placebo effect
2483,wishful thinking
2484,status quo
2485,stereotyping
2486,ethnic
2487,activism
2488,argument
2489,argumentum ad populum
2490,attitude change
2491,brainwashing
2492,censorship
2493,charisma
2494,circular reporting
2495,cognitive dissonance
2496,critical thinking
2497,crowd manipulation
2498,cultural dissonance
2499,deprogramming
2500,echo chamber
2501,education
2502,religious
2503,values
2504,euphemism
2505,excommunication
2506,fearmongering
2507,historical revisionism
2508,negationism
2509,ideological repression
2510,indoctrination
2511,manipulation (psychology)
2512,media manipulation
2513,media regulation
2514,missionaries
2515,moral entrepreneurship
2516,persuasion
2517,polite fiction
2518,political engineering
2519,propaganda
2520,propaganda model
2521,proselytism
2522,psychological warfare
2523,religious conversion
2524,forced
2525,religious persecution
2526,religious uniformity
2527,revolutions
2528,rhetoric
2529,self-censorship
2530,social change
2531,social control
2532,social engineering
2533,social influence
2534,social progress
2535,suppression of dissent
2536,systemic bias
2537,woozle effect
2538,culture
2539,anthropology
2540,cultural
2541,social
2542,calendars
2543,ceremonies
2544,coronations
2545,cross-cultural psychology
2546,cultural psychology
2547,doctrine
2548,employment
2549,serfdom
2550,slavery
2551,families
2552,funerals
2553,burial
2554,games
2555,holidays
2556,hygiene
2557,ritual
2558,identity (philosophy)
2559,cultural
2560,institutions
2561,liminality
2562,liturgy
2563,marriage
2564,myth and ritual
2565,oaths
2566,pilgrimages
2567,play
2568,rites of passage
2569,secular
2570,rituals
2571,social class
2572,social status
2573,caste
2574,symbols
2575,symbolic boundaries
2576,worship
2577,groupthink
2578,abilene paradox
2579,bandwagon effect
2580,collectives
2581,collective behavior
2582,animal
2583,collective effervescence
2584,collective intelligence
2585,conformity
2586,consensus theory
2587,crowd psychology
2588,cults
2589,culture-bound syndromes
2590,deindividuation
2591,doublethink
2592,emergence
2593,emotional contagion
2594,entitativity
2595,false consensus effect
2596,folie à deux
2597,group action
2598,group cohesiveness
2599,group dynamics
2600,group emotion
2601,group polarization
2602,groupshift
2603,herd behavior
2604,holism
2605,hysterical contagion
2606,information cascade
2607,in-group and out-group
2608,invisible hand
2609,lynching
2610,majoritarianism
2611,mob rule
2612,mass action
2613,mass psychogenic illness
2614,milieu control
2615,mobbing
2616,moral panic
2617,peer pressure
2618,pluralistic ignorance
2619,political correctness
2620,pseudoconsensus
2621,scapegoating
2622,self-organization
2623,social action
2624,social behavior
2625,social emotions
2626,social exclusion
2627,social facilitation
2628,animal
2629,social group
2630,social proof
2631,social psychology
2632,sociology
2633,spontaneous order
2634,status quo
2635,stigmergy
2636,swarm behaviour
2637,system justification
2638,viral phenomena
2639,knowledge
2640,axioms
2641,tacit assumptions
2642,conceptual framework
2643,epistemology
2644,outline
2645,evidence
2646,anecdotal
2647,scientific
2648,explanations
2649,faith
2650,fideism
2651,gnosis
2652,intuition
2653,meaning-making
2654,memory
2655,meta-knowledge
2656,methodology
2657,observation
2658,observational learning
2659,perception
2660,reasoning
2661,fallacious
2662,logic
2663,revelation
2664,testimony
2665,tradition
2666,folklore
2667,truth
2668,consensus theory
2669,criteria
2670,world disclosure
2671,metaphysics
2672,ætiology
2673,afterlife
2674,anima mundi
2675,causality
2676,concepts
2677,consciousness
2678,mind–body problem
2679,cosmogony
2680,cosmology
2681,religious
2682,creation myth
2683,deities
2684,existence
2685,destiny
2686,eschatology
2687,everything
2688,nothing
2689,evolution
2690,existence
2691,fiction
2692,nonfiction
2693,free will
2694,future
2695,history
2696,ideas
2697,idios kosmos
2698,illusions
2699,incarnation
2700,information
2701,intelligence
2702,magic
2703,matter
2704,miracles
2705,mythology
2706,comparative
2707,national mythoi
2708,nature
2709,philosophical
2710,ontology
2711,origin myths
2712,political
2713,otherworlds
2714,axes mundi
2715,physics
2716,natural philosophy
2717,problem of evil
2718,reality
2719,souls
2720,spirit
2721,supernature
2722,teleology
2723,theology
2724,time
2725,unobservables
2726,value
2727,aesthetic taste
2728,aesthetic
2729,almsgiving
2730,charity
2731,altruism
2732,autonomy
2733,beauty
2734,codes of conduct
2735,comedy
2736,common good
2737,conscience
2738,consent
2739,creativity
2740,disgust
2741,duty
2742,economics
2743,ecstasy
2744,emotional
2745,religious
2746,elegance
2747,emotions
2748,aesthetic
2749,entertainment
2750,eroticism
2751,ethics
2752,étiquette
2753,family values
2754,food and drink prohibitions
2755,unclean animals
2756,golden rule
2757,guilt
2758,culpability
2759,happiness
2760,harmony
2761,honour
2762,human rights
2763,judgement
2764,justice
2765,law
2766,jurisprudence
2767,religious
2768,liberty
2769,political freedom
2770,love
2771,magnificence
2772,maxims
2773,meaning of life
2774,morality
2775,public
2776,obligations
2777,peace
2778,piety
2779,praxeology
2780,principles
2781,punishment
2782,qualities
2783,repentance
2784,reverence
2785,rights
2786,sexuality
2787,ethics
2788,sin
2789,social stigma
2790,stewardship
2791,styles
2792,"sublime, the"
2793,suffering
2794,sympathy
2795,taboo
2796,theodicy
2797,trust
2798,unspoken rules
2799,virtues
2800,vices
2801,works of art
2802,wrongdoing
2803,attitudes
2804,optimism
2805,pessimism
2806,reclusion
2807,weltschmerz
2808,ideologies
2809,anarchism
2810,authoritarianism
2811,capitalism
2812,christian democracy
2813,collectivism
2814,colonialism
2815,communalism
2816,communism
2817,communitarianism
2818,conservatism
2819,constitutionalism
2820,distributism
2821,environmentalism
2822,extremism
2823,fanaticism
2824,fascism
2825,feminism
2826,fundamentalism
2827,globalism
2828,green politics
2829,imperialism
2830,individualism
2831,industrialisation
2832,intellectualism
2833,islamism
2834,liberalism
2835,libertarianism
2836,masculism
2837,militarism
2838,monarchism
2839,nationalism
2840,pacifism
2841,progressivism
2842,radicalism
2843,reformism
2844,republicanism
2845,sentientism
2846,social democracy
2847,socialism
2848,utilitarianism
2849,veganism
2850,baháʼí
2851,buddhism
2852,caodaism
2853,cheondoism
2854,chinese folk religion
2855,christianity
2856,eastern orthodox church
2857,ethnic religions
2858,hinduism
2859,hòa hảo
2860,islam
2861,jainism
2862,judaism
2863,korean shamanism
2864,modern paganism
2865,rastafari
2866,secularity
2867,irreligion
2868,agnosticism
2869,atheism
2870,shinto
2871,sikhism
2872,spiritism
2873,taoism
2874,tenrikyo
2875,traditional african religions
2876,unitarian universalism
2877,zoroastrianism
2878,philosophy
2879,agriculturalism
2880,aristotelianism
2881,atomism
2882,averroism
2883,cartesianism
2884,cārvāka
2885,collectivism
2886,confucianism
2887,new confucianism
2888,critical theory
2889,cynicism
2890,cyrenaics
2891,determinism
2892,dualism
2893,eleatics
2894,empiricism
2895,epicureanism
2896,eretrian school
2897,existentialism
2898,foundationalism
2899,hedonism
2900,hegelianism
2901,hermeneutics
2902,historicism
2903,new historicism
2904,holism
2905,humanism
2906,renaissance humanism
2907,idealism
2908,illuminationism
2909,ʿilm al-kalām
2910,individualism
2911,ionian
2912,kantianism
2913,neo-kantianism
2914,kokugaku
2915,legalism
2916,logicians
2917,materialism
2918,megarian school
2919,modernism
2920,postmodernism
2921,mohism
2922,monism
2923,natural law
2924,naturalism (chinese)
2925,naturalism (western)
2926,nihilism
2927,peripatetic
2928,phenomenology
2929,platonism
2930,neoplatonism
2931,pluralism
2932,positivism
2933,pragmatism
2934,pre-socratic
2935,pyrrhonism
2936,pythagoreanism
2937,neopythagoreanism
2938,rationalism
2939,reductionism
2940,scholasticism
2941,neo-scholasticism
2942,sentientism
2943,social constructionism
2944,sophism
2945,spinozism
2946,stoicism
2947,structuralism
2948,post-structuralism
2949,thomism
2950,transcendentalism
2951,utilitarianism
2952,yangism
2953,authority control databases
2954,categories
2955,religion
2956,culture
2957,main topic articles
2958,webarchive template wayback links
2959,cs1 maint: multiple names: authors list
2960,all articles with dead external links
2961,articles with dead external links from august 2023
2962,articles with permanently dead external links
2963,articles with short description
2964,short description matches wikidata
2965,wikipedia indefinitely semi-protected pages
2966,use dmy dates from march 2022
2967,articles containing latin-language text
2968,articles containing ancient greek (to 1453)-language text
2969,all articles lacking reliable references
2970,articles lacking reliable references from october 2023
2971,wikipedia articles needing clarification from august 2022
2972,pages using multiple image with auto scaled images
2973,all articles with vague or ambiguous time
2974,vague or ambiguous time from august 2021
2975,wikipedia articles needing page number citations from september 2010
2976,all articles with specifically marked weasel-worded phrases
2977,articles with specifically marked weasel-worded phrases from july 2016
2978,commons category link is on wikidata
2979,articles with curlie links
2980,articles with bne identifiers
2981,articles with bnf identifiers
2982,articles with bnfdata identifiers
2983,articles with gnd identifiers
2984,articles with j9u identifiers
2985,articles with lccn identifiers
2986,articles with lnb identifiers
2987,articles with ndl identifiers
2988,articles with nkc identifiers
2989,articles with nara identifiers
2990,articles with tdvi̇a identifiers
2991,about wikipedia
2992,disclaimers
